id,text,label
CMT_02859,đừng có mà đốt cửa_hàng tao đang để_ý mày đấy,toxic
CMT_02860,cái mặt tròn như cái mâm luôn,non-toxic
CMT_02861,đáy xã_hội nào chứ giờ truyền_thông cánh_tả_bợ đít dữ lắm,non-toxic
CMT_02862,hồi trước quê mình ở cần giuộc long an_z cũng vậy giống như_vậy nhưng giờ thành k cn hết rồi đọc bài viết thấy nhớ lại quá như biết làm_sao được cuộc_sống là phải như_vậy mà,non-toxic
CMT_02863,ai lái_vái đĩa bay của bã trả cho bã để bã về trời đi,non-toxic
CMT_02864,mày tập chơi thôi chưa đủ còn khoe nữa,toxic
CMT_02865,ngừng thành_công quá đi mày làm tao_ngại giùm,toxic
CMT_02866,cười xỉu cứ làm mạnh vào xem,non-toxic
CMT_02867,chúc video được nhiều người biết tới,non-toxic
CMT_02868,là một siêu_sao bóng_đá không phải bàn_cãi nhưng không phải người duy_nhất là siêu_sao chắc_chắn rồi khác_biệt của cậu ta là giữ phong_độ cao trong một thời_gian dài bởi_vậy cậu ta có nhiều danh_hiệu cá_nhân hơn những ngôi_sao khác còn theo tôi mỗi cầu_thủ đều có cái hay riêng và tất_cả những người đoạt quả bóng vàng đều là những siêu_sao tấn_công tôi thấy bất_công cho các thủ_môn và cầu_thủ phòng_ngự dường_như họ chẳng bao_giờ có cơ_hội sở_hữu giày vàng hoặc bóng vàng chơi ở vị_trí số chắn đó là vị_trí dễ săn bàn nhất cùng với chính_sách nuôi_dưỡng ngôi_sao của thì thường không phải mất nhiều sức vì không cần tham_gia phòng_ngự quá sâu dành sức cho những tình_huống tấn_công tôi phải công_nhận rất biết giữ_gìn sức_khỏe cho trung_phong của mình giúp cậu ấy giành nhiều danh_hiệu cá_nhân qua đó nâng cao danh_tiếng clb và tất sẽ kiếm nhiều tiền hơn z cũng vậy hưởng lợi từ chính_sách này cậu ấy dường_như không bao_giờ bị đuối_sức hoặc chấn_thương và có_thể giữ phong_độ cao ổn_định một phần lý_do khiến cậu giành nhiều danh_hiệu cá_nhân hơn những người khác còn về trình_độ không có một thước_đo chính_xác lúc lu_ka giành quả bóng vàng thì cậu ấy là đỉnh của thế_giới và và z cũng vậy ở dưới gót chân của cậu ấy thôi nói_chung là đẳng_cấp bằng nhau tùy vào hoàn_cảnh đồng_đội chấn_thương các kiểu mà một siêu_sao có_thể có thành_tích tốt hoặc không tốt,non-toxic
CMT_02869,ông bs này ở khoa gây_mê bằng sức à,non-toxic
CMT_02870,bỏ_qua tư_vấn của anh_em an_ti mà giờ chiếm kha_khá com bên dưới thì wi_go là con xe bạn cần bản mới đẹp hơn rất đủ rộng_rãi bền_bỉ chúc bạn sáng_suốt đọc để phân_biệt thật giả,toxic
CMT_02871,sao không được là vậy là thầy,non-toxic
CMT_02872,án_mạng rồi thì có chạy đàng_trời mau tự_thú cho nhẹ tội,non-toxic
CMT_02873,như này đủ tấu hài chưa thầy đ,non-toxic
CMT_02874,mày được mang mà cứ tưởng mình đỉnh lắm hả,toxic
CMT_02875,tại trang_điểm hay tại ánh_sáng mà các diễn_viên xinh_tươi hôm_nay lại kém xinh vậy,non-toxic
CMT_02876,thấy giá con này z cũng vậy chỉ nhỉnh hơn nhau tí chứ z cũng vậy không nhiều chạy thử hãy chọn,non-toxic
CMT_02877,có những loại phụ_kiện bị ép mua kèm xe với giá cắt_cổ người ta gọi là bia kèm_lạc một_số thượng_đế rất h ân_hoan khi mua lạc kèm bia gọi_là đẳng_cấp và thông_minh tháng sau giá hạ cả trăm triệu đành tự_nhủ lòng rằng không phải mình mình bị hớ và ra_sức kêu_gọi người khác mua xe giống mình để cảm_thấy an_ủi phần_nào thân,toxic
CMT_02878,ủa thầy có nói_lộn h k em thấy thầy mới là người h k làm được gì mà,non-toxic
CMT_02879,tàu hũ in tiền sang việt_nam gom và mua_chuộc chó với đầy tớ,toxic
CMT_02880,mày sẽ thấy hậu_quả của hạ gục sớm thôi,toxic
CMT_02881,mày có gì đâu thế_này có vui không,toxic
CMT_02882,mày phí sức thế_này chắc tự_hào lắm nhỉ,toxic
CMT_02883,em đây anh ơi bây_giờ em mới nhận ra bên em còn có người anh tuyệt_vời như anh anh độ ạ,non-toxic
CMT_02884,rồi mày sẽ biết biết vợ_con mày không phải chuyện đùa,toxic
CMT_02885,nó tư_tưởng thân_trung với có nhiều người tra ra i p đăng bài của nó có số là từ trung_quốc,non-toxic
CMT_02886,mày mà gãy chân nữa tao cho mày ra bã,toxic
CMT_02887,động vào người_thân tao tao mãi_mãi không buông không tha,toxic
CMT_02888,cố_gắng lên thế_này chắc_học ở đâu đấy nhỉ,toxic
CMT_02889,mày còn dám mày sẽ hối_hận tao không để yên đâu,toxic
CMT_02890,coi dịch là giặc đã mang tên đó mà xâm_nhập việt_nam thì phải đầu_hàng hoặc cút xéo việt_nam luôn tự_hào,non-toxic
CMT_02891,ngu fi_fa cho bắt có mắt không đáng bị giết,toxic
CMT_02892,tao nhớ mày rồi đấy xoắn cổ là chắc_chắn,toxic
CMT_02893,rồi mày sẽ biết đập chết không phải chuyện đùa,toxic
CMT_02894,mày mà báo lên bộ_phận quản_lý tao phá nát cuộc_sống mày,toxic
CMT_02895,đòi lại công_bằng bằng cách bỏ con và chu_cấp cho,toxic
CMT_02896,ngạc n hiên chưa mày nôn_mửa cơ đấy,toxic
CMT_02897,con h thì sao biết nấu_ăn đã lê đến đây rồi mà_còn không biết mình là ai người thật,toxic
CMT_02898,xí m chút thì còn miếng đất,non-toxic
CMT_02899,chính_xác bây_giờ miền trung lại hóng mưa_bão nắng_nóng gần cả tháng rồi,non-toxic
CMT_02900,chưa thấy vê con vào cắn nhỉ,toxic
CMT_02901,mà để_ý lần nào ăn_z cũng vậy kiểu díu_díu phê_phê nhá,non-toxic
CMT_02902,xem đầy_đủ c lip nào dưa_leo chửi người bắc chưa cháu,non-toxic
CMT_02903,tránh xa bạn này ra đồ lưa deo,toxic
CMT_02904,ai làm tổng_thống z cũng vậy được miễn làm cho nước mỹ_giữ vững vị_trí siêu_cường số_một thế_giới là được rồi,non-toxic
CMT_02905,ủa mày tận_tâm với bản_thân luôn hả_đỉnh ghê,toxic
CMT_02906,cái máu que xỏ lá nó chảy trong người rồi thì sớm muộn là vậy là z cũng vậy vậy lòi ra thôi,non-toxic
CMT_02907,chính_xác từ_ngữ kênh này nghe thấy ghét ghê,non-toxic
CMT_02908,nhìn mày biện_luận hay lắm mà buồn_cười ghê,toxic
CMT_02909,đúng là trình_độ có_hạn mày làm tao mở_mang tầm_mắt,toxic
CMT_02910,bọn đấy ngang với đa_cấp đấy tàn_mồm thầy_cúng,toxic
CMT_02911,đọc thôi_z cũng vậy thấy đủ chiêu rồi,non-toxic
CMT_02912,tôi thích trum_p không phải vì ông hoàn_hảo hay không mà thích vì một điều duy_nhất,non-toxic
CMT_02913,cứ tịch_thu đi tao sẽ làm mày hối_hận,toxic
CMT_02914,ly và đồ_vật chị ta dùng làm m ic,toxic
CMT_02915,không_những biết tao là ai không mà tao còn mạnh_tay hơn,toxic
CMT_02916,người mỹ và nhiều người trên thế_giới sẽ cầu_nguyện cho ngài sớm vượt qua này,non-toxic
CMT_02917,mọi người ơi vào đây chửi cm thằng trọng_tài mù này đi cay thật_sự url,toxic
CMT_02918,con áo đen chỉ cho đi làm gái mới thỏa mãn_lòng t,toxic
CMT_02919,sao không lấy tên là linh_láo lồn_nhỉ anh_em,toxic
CMT_02920,thành lê cái lồn mẹ mày nha con chó koi chừng tao bắt con mẹ mày ra cho chó giao_cấu bắt mẹ mày làm tình_liếm cặc mút cặc chó đến khi nào nó bắn_tinh chị_em nhà mày thì xếp_hàng chờ con chó của tao chơi con mẹ mày xong thì đến lượt ăn c_ức chó của ta,toxic
CMT_02921,thử mãi_mãi không buông lần nữa xem tao không ngại đâu,toxic
CMT_02922,tư_bản giãy_chết và kết_quả là chúng_nó vẫn cho con_cháu gd sang đấy giãy chết,toxic
CMT_02923,giống như đang xem một giấc mơ vậy,non-toxic
CMT_02924,sao mày lại có văn_bằng không vậy trời,toxic
CMT_02925,kìa ghế đỏ ai rước d ùm đi đừng để nó sổng chuồng nguy_hiểm lắm,non-toxic
CMT_02926,mày dựa hơi vậy_mà vẫn tự_tin được á,toxic
CMT_02927,ai có công với cách_mạng thương_binh liệt_sĩ phiếu bé ngoan_bích lên trước,non-toxic
CMT_02928,nếu như_vậy bằng đại_học không mang đủ ý_nghĩa bằng giỏi không bằng bằng trung_bình mà có chứng_chỉ,non-toxic
CMT_02929,trum p sẽ thắng để mà coi,non-toxic
CMT_02930,tiếp_tục đi xem tao có làm sẹo không,toxic
CMT_02931,biết tao sẽ làm_gì không bị tẩy_chay đấy ngay,toxic
CMT_02932,địt cụ chúng_nó bắt sâu nặng quá một đất_nước xã_hội khốn_nạn,toxic
CMT_02933,mọi người ơi đừng cap kiểu vậy nữa mà,non-toxic
CMT_02934,phải xử nghiêm cả phụ_huynh và cô_giáo,non-toxic
CMT_02935,tuổi_thơ mỗi lần mùa lúa chín z cũng vậy là thời_gian đi tát_đìa đó là những khu_vực thấp hơn nên cá_thường tập_trung về giờ thì quê mình đã hết cá rồi thật_sự tiếc_nuối,toxic
CMT_02936,chưa kịp học đã bị cái đẹp áp_đảo rồi,non-toxic
CMT_02937,mỗi vùng đều đáng yêu theo cách riêng,non-toxic
CMT_02938,nhìn taxi bay cồng_kềnh và chiếm diện_tích kho_bãi đậu quá khó k hả thi,non-toxic
CMT_02939,mình z cũng vậy từng_trải qua điều này,non-toxic
CMT_02940,biết quá nhiều rồi em ơi thông_minh thông_minh_hại,non-toxic
CMT_02941,mày cứ dễ bị tổn_thương đi rồi sẽ biết,toxic
CMT_02942,nếu mày còn làm_vậy tao sẽ tao không muốn phải,toxic
CMT_02943,nếu mày còn làm_vậy tao sẽ mày sẽ thấy,toxic
CMT_02944,tưởng khó nhưng không khó tôi thấy mấy vụ ở việt_nam còn ly_kỳ hơn,non-toxic
CMT_02945,tao biết nhà mày tập_hợp hội là chuyện thường,toxic
CMT_02946,những người chỉ_trích là những người lành_lặn không biết chơi bóng bàn,toxic
CMT_02947,đúng là có công_mài sắt có ngày nên kim,non-toxic
CMT_02948,ôi ngành dệt_kim cùng nghề với tớ,non-toxic
CMT_02949,toàn là nhân_vật lịch_sử vậy_mà không ai biết sai từ khi đặt tên đường rồi bao năm sử_dụng z cũng vậy không biết giờ đã ăn sâu vào mỗi con_người đổi sẽ sinh ra lộn_xộn trong giao_tiếp rồi bao_nhiêu loại giấy_tờ phải cải_chính lại phiền_ghê,toxic
CMT_02950,họ bảo_vệ loài vật nguy_cấp này hiệu_quả_thật từ quy_mô lên con,non-toxic
CMT_02951,mày không có gì cả mà mà vẫn sống tốt giỏi thật,toxic
CMT_02952,chỉ cần nhìn vào các bé thì đánh_giá được chương_trình như_thế_nào có bé nào đi học về mà cảm_thấy vui_vẻ hạnh_phúc không khi nào các bé đến trường mỗi ngày là một niềm vui thì mới đúng là giáo_dục,non-toxic
CMT_02953,mày mà tạt_acid nữa tao cho mày ra bã,toxic
CMT_02954,để tao hết đường làm_ăn cho mày thấy tao là ai,toxic
CMT_02955,biết tao sẽ làm gì không suốt đời không an_toàn ngay,toxic
CMT_02956,con ghế đỏ này chắc_chắn là ba_mẹ không chịu lấy về nó leo lên đầu,toxic
CMT_02957,tội_nghiệp thằng nhỏ chạy tét chứ dính con_bé này chắc chết,toxic
CMT_02958,ngoài không đủ trình ra mày còn gì nữa không,toxic
CMT_02959,t ag người_yêu vô mà người_yêu không thèm rep là hiểu rồi đó,non-toxic
CMT_02960,bán hàng mà không có tâm lương,non-toxic
CMT_02961,ai mua vé cho ông này vô vậy tâm_thần kiểu gì kỳ_thế,non-toxic
CMT_02962,tao biết chỗ mày ở coi_chừng là dễ thôi,toxic
CMT_02963,về lý_thuyết ông nói rất đúng nhưng thực_hiện ông lại làm rất tồi,non-toxic
CMT_02964,cả đất_nước việt_nam điều biết chỉ có một người một_mình không biết,non-toxic
CMT_02965,nhìn mày chạm là vỡ tao không nhịn được cười,toxic
CMT_02966,sự kiên_nhẫn được trui_rèn qua từng ngày,non-toxic
CMT_02967,chị tiết bị chúng lời n_giền gu chì ii dòi,non-toxic
CMT_02968,công_nghệ làm sạch môi_trường của nhật cản_trở tham_nhũng của công_chức búa liềm đúng là chuyện hài nhà_sản,non-toxic
CMT_02969,cái láo nhất của nó là đăng cái s to h_cm so b ấy láo vô_cùng,toxic
CMT_02970,nhà tôi z cũng vậy còn lọ đây hên cái là nhà chỉ ăn_muỗng pate thui mẹ không sao nhưng vợ tôi có triệu_chứng đi ngoài mệt mỗi chóng_mặt ù_tai nhưng z cũng vậy qua khỏi sáng hôm sau đọc tin_tức_là đã không dùng tới là biết được nguyên_nhân nhưng thật_sự bên bán hàng_họ liên_hệ chậm_trễ và họ chỉ_bảo là bảo_quản cái lọ nơi thoáng để họ thu_hồi cái này bên sức khỏe người tiêu_dùng và bộ y_tế phải làm mạnh_tay triệt_để cho người_dân chứ,non-toxic
CMT_02971,mỹ_tho tôi chỉ có mình nó là lạc ngoài hành_tinh vào,toxic
CMT_02972,con_bé ghế đỏ muốn làm_bạn gái với người ngoài hành_tinh,toxic
CMT_02973,chẳng có gì hấp_dẫn buồn_ngủ muốn chết,non-toxic
CMT_02974,coi chừng đấy phải điều_trị tâm_lý đấy là chuyện nhỏ thôi,toxic
CMT_02975,tao thấy mày không bình_thường mà tội_nghiệp thật,toxic
CMT_02976,cái account đó h mới lên b k à chậm vãi cc là vậy là,toxic
CMT_02977,mày còn dám phân_thây tao không để yên đâu,toxic
CMT_02978,mình lại thấy chị tiên thực_tế nhất là khi lấy ví_dụ về khu cách_ly_ý,non-toxic
CMT_02979,má nhìn áo đỏ nó ớn không hiểu sao có tận thằng,toxic
CMT_02980,tôi thích chú p anh giúp_đỡ cho nhiều người nghèo còn đéo làm được con cặc gì hết toàn là làm_mầu thôi,toxic
CMT_02981,lần này bỏ_qua lần sau đấm chết thật đấy,toxic
CMT_02982,quán trang_trí đẹp nhưng đồ_ăn không tương_xứng giá,toxic
CMT_02983,tao nhớ mày rồi đấy trời có mắt là chắc_chắn,toxic
CMT_02984,chứ không phải sợ bị khui ra những bí_mật động_trời mà ắt đang cố giấu ư,non-toxic
CMT_02985,con mặc áo đen bị khùng khùng tưng_tưng chứ không phải mê tiền,toxic
CMT_02986,vẫn là anh tôi sau khi cưới chị trang,non-toxic
CMT_02987,mày còn dám truy_cập được máy mày rồi tao không để yên đâu,toxic
CMT_02988,nên áp_dụng hình_phạt cao nhất và sửa lại độ tuổi chịu trách_nhiệm hình_sự chứ với hành_vi côn_đồ và dã_man thế_này ra ngoài lại sẽ là mối nguy_hiểm rất lớn cho xã_hội và cộng_đồng,non-toxic
CMT_02989,chắc_chắn chưa như mày chắc hiếm lắm,toxic
CMT_02990,quên nữa_dạ em chào chị thâm_chim ạ,non-toxic
CMT_02991,mọi thương_vụ chuyển_nhượng đám đều có tên mu đứng trước,toxic
CMT_02992,cẩn_thận nhà_cửa tao có_thể biết nhà mày rồi bất_cứ lúc_nào,toxic
CMT_02993,có trình thì n c em nhé,non-toxic
CMT_02994,tao sẽ biết chỗ mày thường đi mày cứ chờ đấy,toxic
CMT_02995,ai bắt phải đánh trong khi có_thể phá nhà bằng thiên_thần,non-toxic
CMT_02996,tao địt vợ mầy rồi tao mầy chịu không,toxic
CMT_02997,thế là anh ấy đã có cup rồi nha mọi người cứ bảo anh ấy trắng_tay ăn_mừng thôi,non-toxic
CMT_02998,từ trước đến nay không có cơn bão nào đi theo đường_thẳng như thế_này cả,non-toxic
CMT_02999,t xem mà t xấu_hổ d ùm con gái tụi t,toxic
CMT_03000,người việt nhưng phát_âm lớ lớ như người nước_ngoài nghe cứ tưởng_nhạc nước_ngoài chán không thèm nghe,non-toxic
CMT_03001,bạn không què vậy bạn làm thử đ iai là vậy là z cũng vậy vậy làm được hả,toxic
CMT_03002,ngạc n hiên chưa mày não ốc đùa_cơ đấy,toxic
CMT_03003,ngọ choàng lâm_trọng_hoàng phương_án hiệp hai dưỡng_sức trụ_cột tốt nhất,non-toxic
CMT_03004,con chó nó ngửi được mùi thằng trộm,non-toxic
CMT_03005,con ghe đo ma không thèm lấy vậy_mà yêu_cầu tim người_yêu cao quá đấy,toxic
CMT_03006,có ai nhà cũ không dùng nữa không,non-toxic
CMT_03007,biết tao sẽ làm gì không gặp mày ngay,toxic
CMT_03008,c yen hay thích thử món lạ nè,non-toxic
CMT_03009,bọn này là quỹ dữ_đội lốt người,non-toxic
CMT_03010,nhìn cái trò của sữa k un thấy buồn_cười tí_sữa pha nước đường,non-toxic
CMT_03011,thôi bớt như thủy_tinh lại đi không ai theo kịp đâu,toxic
CMT_03012,lại gần nó tưởng tranh thức_ăn với nó thì nó phản_ứng là phải rồi con chó z cũng vậy thế nó mà đăng_ăn thì bình_thường nó hiền đến mấy mà khi ăn_động vào nó phập cho thôi rồi,toxic
CMT_03013,đu_ma đứa người ta nói bé g ế xanh đứa m bị ảo_hả hay gì,toxic
CMT_03014,ngạc n hiên chưa mày t hạc_sĩ à_cơ đấy,toxic
CMT_03015,đau_đớn và tang_thương quá xin chia buồn cùng các gia_đình và cầu_mong các con siêu_thoát vấn_nạn đuối nước với con_trẻ xảy ra hoài mà không biết làm_sao cho giảm bớt đi_chăng,toxic
CMT_03016,đã đánh ngu rồi còn bac ky qua oc cho,toxic
CMT_03017,yêu tóa yêu tóa yêu mấy bố_con nhất luôn,non-toxic
CMT_03018,trước ông kính mà h k khép nép ngoài đời_thường chắc thua,non-toxic
CMT_03019,cầm còi lần cả nhà mày ăn cả đời thằng mặt lần,toxic
CMT_03020,trình sao phải vậy của mày đúng là đỉnh_cao,toxic
CMT_03021,chủ_đề này đang rất hot cảm_ơn bạn đã viết,non-toxic
CMT_03022,nhìn là b t bà áo đen không b t nấu_ăn rồi,non-toxic
CMT_03023,khâm_phục mày giàu quá mà vẫn tự_tin thế,toxic
CMT_03024,ai xem buổi tranh_luận_z cũng vậy thấy rõ_ràng trum p bị người dẫn_chương_trình xử_ép và thiên_vị như_thế_nào đến mức trum p còn phải thét lên tôi đang tranh_luận với anh hay với bi_den đây z cũng vậy liên_tục cho bi_den thêm thời_gian ngoài quy_định thêm vào z cũng vậy liên_tục đưa ra thông_tin sai_lệch về chính_quyền của trum_p với cả việc trên nếu trum p không nhảy vào cắt lời ngay thì sẽ không bao_giờ có cơ_hội để sửa và có một lượng thời_gian công_bằng với bi_den,toxic
CMT_03025,bà này xứng_đáng ế cả đời nói_chuyện rớt mẹ cái duyên ý_kiến riêng,non-toxic
CMT_03026,đúng là làm màu mày làm tao mở_mang tầm_mắt,toxic
CMT_03027,tuổi dừng năm không yêu là tuổi mối tình năm còn tuổi ok_tuổi yêu anh h,non-toxic
CMT_03028,mày có làm được gì thực_tế không thôi chưa đủ còn khoe nữa,toxic
CMT_03029,hữu_duyên xem được v id này và lọt hố ly_kỳ,non-toxic
CMT_03030,mày mà cho mày thất_nghiệp tao phá nát cuộc_sống mày,toxic
CMT_03031,có ai từ f mà qua đây xem_mặt con ngoài hành_tinh này h k,toxic
CMT_03032,rất nhiều người động_viên quên rằng vợ cậu ấy mới là người đáng được chia_sẻ hơn,non-toxic
CMT_03033,đừng tưởng trả đủ là xong tao có cách xử_lý,toxic
CMT_03034,tụi này trời lấy lại mấy hồi,non-toxic
CMT_03035,mày bé xíu thế_này có vui không,toxic
CMT_03036,pen vô_thưởng vô_phạt có được tính là bàn thắng không fan hề bám hi_hi,non-toxic
CMT_03037,bớt nổ đi xạo_l có gì hay đừng phá nửa,toxic
CMT_03038,ai thèm thế_này ai sánh bằng mày,toxic
CMT_03039,giá này chắc bao_gồm cả tiền thương_hiệu,non-toxic
CMT_03040,mày rảnh quá thế_này có vui không,toxic
CMT_03041,con nhỏ bị bệnh mà không cho đi bệnh_viện mà cho đi hẹn_hò,toxic
CMT_03042,nhìn mày tầm cao mà buồn_cười ghê,toxic
CMT_03043,ap p nào vậy thế_này ai sánh bằng mày,toxic
CMT_03044,tao cảnh_báo lần cuối chôn vùi là mày xong,toxic
CMT_03045,biết tao sẽ làm_gì không bóp chết ngay,toxic
CMT_03046,thầy_giáo nhìn được cái mã thôi nhìn dễ chi sau hợp,non-toxic
CMT_03047,huyền_thoại thể_dục dụng_cụ tương_lai của gia_vốn đã mạnh hàng_đầu thế_giới về môn này,non-toxic
CMT_03048,đừng ép tao phải ở tù cả đời tao không muốn vậy,toxic
CMT_03049,đồ bảo_hộ con vịt nghe dễ_thương quá tôi ủng_hộ quyết_tâm của y_bs đưa ra sáng_kiến đồ bảo_hộ con vịt chứ mặc đồ bảo_hộ loại bọc cả người kính_mít cả ngày làm_sao chịu được trong khi đồ bảo_hộ này thoải_mái từ phần ngực trở xuống tự_do không nóng_nực hai tay_không bị vướng_víu như những loại đồ bảo_hộ khác có_thể cầm nắm ghi_chép thao_tác tay chính_xác,toxic
CMT_03050,con mình năm nữa mới vô_lớp nhưng mình đang chuẩn_bị tinh_thần là ngày nào z cũng vậy sẽ bị cô mắng vốn viết chậm đọc chậm học dở_kệ hết chứ biết sao giờ sao giáo_viên lớp lại gấp g áp_thế nhỉ mới lớp mà đã bắt_học cắm_đầu cắm cổ rồi còn thời_gian đâu mà vui_chơi sáng_tạo,non-toxic
CMT_03051,ở mỹ không có chứng_minh nhân_dân và hộ_khẩu người sống ở mỹ chỉ có cái id và là quan_trọng để mất thứ này người_dân sẽ gặp rất nhiều rắc_rối việt_nam mình cái hộ_khẩu thì không nói còn chứng_minh nhân_dân hầu_như không quan_trọng lắm mất thì làm lại rất dễ và thậm_chí có người không mất_z cũng vậy báo mất để làm thêm cái nữa hiện_tại việt_nam không ít người sở_hữu_chứng_minh nhân_dân trở lên vậy nên kẻ xấu lợi_dụng chứng_minh nhân_dân của ai đó để trục_lợi cho bản_thân ở việt_nam là điều dễ như trở bàn_tay đừng trách ai khi sự quản_lý về giấy_tờ quá lỏng_lẻo,toxic
CMT_03052,cám_ơn bs và đó là công_việc của y_học hiện_đại của bs,non-toxic
CMT_03053,không biết cd j anh dua theo mấy ô trên gr uop vào ẳng như đ r trong khi chưa ai_động đến khạc gì con chó sủa bậy không,toxic
CMT_03054,đừng nhóm nào đấy nữa giữ sức mà làm chuyện khác,toxic
CMT_03055,sao khán_giả ở trường_quay không ai cầm cái ghế đập hộ vào mặt con răng hô kia vậy,toxic
CMT_03056,cay lắm n ma coi thằng nay cay hả hê_vờ cờ_lờ,non-toxic
CMT_03057,trời ơi mỹ_tho sau có đứa vô_duyên giữ vậy,toxic
CMT_03058,mua đất vùng_ven bạn à nên mua khu_vực đồng_nai sẽ tăng_giá rất nhanh trong năm nữa,non-toxic
CMT_03059,không_những cộng_đồng sẽ trừng_phạt mà tao còn mạnh_tay hơn,toxic
CMT_03060,trời ơi bà ngồi ghế màu đỏ nhìn xấu quá đã vậy còn bị điên nữa bó_tay,toxic
CMT_03061,ồ_mày nỗ_lực lắm thế_này thì vô_đối rồi,toxic
CMT_03062,nó phải ngoi lên thở thường_xuyên mà đại_dương rộng_lớn nên chúng_ta khó nhìn thấy thôi,non-toxic
CMT_03063,thôi bớt đặc_biệt thật lại đi không ai theo kịp đâu,toxic
CMT_03064,cứ cho về làm người tàn_phế đi tao sẽ làm mày hối_hận,toxic
CMT_03065,tốt nhất hãy gửi bé vào cơ_sở thiện_nguyện nào đó ít_nhất bé sẽ có được cuộc_sống như con_người được ăn được học,toxic
CMT_03066,mày mà đập shop nữa tao cho mày ra bã,toxic
CMT_03067,não ngắn thế_này ai sánh bằng mày,toxic
CMT_03068,tuyển việt_nam càng thua thì càng tiến_bộ,non-toxic
CMT_03069,đúng là tốn thời_gian người khác mày làm tao mở_mang tầm_mắt,toxic
CMT_03070,động vào người_thân tao tao đấm sưng mồm không tha,toxic
CMT_03071,tuấn địt con mẹ thằng lồn trọng_tài luôn,toxic
CMT_03072,tôi không biết nói gì hơn ngoài lời cảm_ơn lời chúc các anh nhiều sức_khỏe và truyền_đạt kiến_thức kinh_nghiệm và lòng nhiệt_huyết cho thế_hệ sau,non-toxic
CMT_03073,mình nghĩ nên đầu_tư đất cứ để thế khoảng năm nữa giá_trị miếng đất có_thể là tỷ ấy,non-toxic
CMT_03074,trẻ_con thôi mà có dạy lại vẫn ngoan như thường,non-toxic
CMT_03075,phương_án sẽ huy_h oạch được đồng_bộ hơn,non-toxic
CMT_03076,cho vào tù xong là mày hết đường chạy,toxic
CMT_03077,vừa có gì đâu vừa tự_tin mày tài thật,toxic
CMT_03078,em đang học đánh_mong giao_lưu chỉ giáo ạ,non-toxic
CMT_03079,ồ_mày tốt thật thế_này thì vô_đối rồi,toxic
CMT_03080,cha_mẹ_con nhỏ này bộ sống không hiểu_biết sao mà dạy con kiểu gì ai thấy là vậy là z cũng vậy vậy ghét,toxic
CMT_03081,tìm v id bạn trong cái thư_viện khóc vờ_cờ lờ_p lot cộng,non-toxic
CMT_03082,sao mày thích típ người thế kể nghe coi,toxic
CMT_03083,vài phút tim đã ngừng đập và chắc là chết thế_mà các bs vẫn kịp truyền máu cứu được chó thật là nhanh_chóng và thần_kỳ thật,toxic
CMT_03084,em này ngáo quá chỉ tại thằng bán đồ ngon,toxic
CMT_03085,thử biết địa_chỉ rồi lần nữa xem tao không ngại đâu,toxic
CMT_03086,con bạn nghĩ nó có_tuổi với tui h k,toxic
CMT_03087,tuổi_thơ của mình z cũng vậy vậy đó chạy theo đường bừa ruộng_sạ bắt_lội trên đất ruộng cày_bắt rồi tác_đìa bắt giờ xa quê nhiều đêm nằm_mơ thấy được lội bắt cá như_vậy thật vui và hạnh_phúc khi túm được cá trên tay và bỏ vào giỏ ăn thì ngon gì đâu á_nhớ lắm và thèm được trải_nghiệm như_vậy,non-toxic
CMT_03088,tao không đùa đâu làm cho nợ chồng_chất ngay bây_giờ,toxic
CMT_03089,tức_là tiên_g chi c hụ chần dần bình_an tức_là miễn_nhiễm d ới di_chùng,non-toxic
CMT_03090,giờ ra đường mà gặp mấy cha mấy mẹ mà cứ nón mũ khẩu_trang đeo kín mặt là coi_chừng,non-toxic
CMT_03091,trời ơi có phải con_người không vậy,non-toxic
CMT_03092,năm là nó như_động phong_nha rồi chị ạ,non-toxic
CMT_03093,đi đâu z cũng vậy thấy dự_án của đèo cả,non-toxic
CMT_03094,tôi tha_thiết đề_nghị chủ_tịch sa_thải ngay mất mặt hơn trận đấu liên_tiếp rù i,non-toxic
CMT_03095,con mẹ mày n hạ ơi nhòm vào bữa cơm của các cháu trường tiểu_học hạp_lĩnh tp bắc_ninh xem mày có đớp được không,toxic
CMT_03096,biết đẹp có quyền nếu trên đời này hết phụ nhưng cái loại phụ_nữ này tôi thà ế còn hơn,non-toxic
CMT_03097,ấn độ trung_quốc là những nước có nhiều người giàu nhưng z cũng vậy có rất nhiều người nghèo với khoảng_cách giữa giàu và nghèo ngày_càng xa,non-toxic
CMT_03098,ngoài theo ai ra mày còn gì nữa không,toxic
CMT_03099,chấp làm gì cái loại này hả e_chả biết cuộc_đời nó hơn ai rồi mà mở mồm ra là khinh người khác,non-toxic
CMT_03100,nhìn cái mồm và em ấy có bộ răng như nanh_hổ khiếp dã_man,toxic
CMT_03101,kể_ra thì lứa ha gl này z cũng vậy sát_tướng quá tính cả đội_tuyển việt_nam đến clb ha gl thì không dưới chục hlv bay ghế vì lứa thần_thánh này rồi,non-toxic
CMT_03102,tiến_bộ đi như mày chắc hiếm lắm,toxic
