id,text,label
CMT_00618,"Quán này đồ ăn ngon, giá cả phải chăng, rất đáng thử nha mọi người.",non-toxic
CMT_00619,"Cái giọng hát như mèo hen mà cũng dám đi hát, đúng là nhục!",toxic
CMT_00620,Hãy luôn tin vào bản thân và không ngừng cố gắng để đạt được mục tiêu.,non-toxic
CMT_00621,"Trời ơi, view này đỉnh của chóp luôn nha! Ước gì được ở đó một lần.",non-toxic
CMT_00622,"Nói thật chứ, cái loại người như mày chỉ giỏi phá hoại thôi. Biến đi cho xã hội đỡ chật!",toxic
CMT_00623,Chúc mừng đội tuyển đã thi đấu hết mình và mang về chiến thắng xứng đáng!,non-toxic
CMT_00624,"Cái tin này có vẻ sai sai nha, mình mới đọc ở báo khác thông tin ngược lại mà.",non-toxic
CMT_00625,"Đúng là lũ ngu dốt, không biết gì thì câm mồm vào đi đừng có sủa bậy!",toxic
CMT_00626,Mọi người có ai biết quán cafe nào yên tĩnh để làm việc ở khu vực quận 1 không ạ? Cho mình xin ít review với.,non-toxic
CMT_00627,"Cái MV này visual đẹp xỉu, nhạc cũng bắt tai nữa. Nghe đi nghe lại không chán.",non-toxic
CMT_00628,Chắc lại chiêu trò câu view rẻ tiền của mấy đứa lố lăng này chứ gì. Nhìn là thấy ghét!,toxic
CMT_00629,Mình thấy quan điểm này khá hay và đáng để suy ngẫm. Cảm ơn bạn đã chia sẻ.,non-toxic
CMT_00630,Thật sự thất vọng với cách hành xử của một bộ phận người hâm mộ. Quá thiếu văn hóa!,non-toxic
CMT_00631,"Đồ con chó, cút ngay khỏi đây. Mày không có tư cách nói chuyện với tao!",toxic
CMT_00632,"U là trời, cái áo này đẹp quá. Bạn mua ở đâu vậy chỉ mình với.",non-toxic
CMT_00633,Lại một vụ nữa! Bao giờ thì mấy đứa ý thức kém mới chịu lớn đây?,non-toxic
CMT_00634,"Nhạc gì mà dở ẹc, nghe chói tai vãi. Bảo sao không ai nghe.",toxic
CMT_00635,"Mấy nay Sài Gòn mưa rả rích, đi làm về mà lạnh run người luôn á.",non-toxic
CMT_00636,"Đừng có giả vờ thánh thiện nữa, ai mà chẳng biết mày là loại người gì!",toxic
CMT_00637,"Phim này coi giải trí ổn phết, cốt truyện nhẹ nhàng, diễn viên cũng dễ thương.",non-toxic
CMT_00638,Ai đó làm ơn chỉ cho thằng cha này biết thế nào là tôn trọng người khác đi!,toxic
CMT_00639,"Hôm nay mình vừa thử công thức bánh flan mới, ngon bá cháy luôn mọi người ơi!",non-toxic
CMT_00640,"Mấy đứa vô công rồi nghề, rảnh rỗi sinh nông nổi đi soi mói đời tư người khác.",toxic
CMT_00641,Ủng hộ hết mình cho dự án này! Mong mọi chuyện sẽ diễn ra tốt đẹp.,non-toxic
CMT_00642,Đọc tin này mà thấy buồn cho xã hội ghê. Mong mọi thứ tốt đẹp hơn.,non-toxic
CMT_00643,"Nhìn cái mặt đã thấy ghét rồi, đúng là đồ phản diện trong phim bước ra.",toxic
CMT_00644,Có ai thấy phiên bản cập nhật mới của app này dùng khó chịu hơn không?,non-toxic
CMT_00645,Thằng hề này lại ra vẻ đạo đức rồi. Nhìn là muốn táng cho phát!,toxic
CMT_00646,Cảm ơn ad đã đăng tin! Thông tin rất hữu ích và kịp thời.,non-toxic
CMT_00647,"Chuyện bé xé ra to, làm quá mọi chuyện lên để gây chú ý thôi chứ gì.",non-toxic
CMT_00648,"Mấy con đàn bà này chỉ giỏi ngồi lê đôi mách, nói xấu người khác là giỏi!",toxic
CMT_00649,"Nghe nói quán lẩu này đang có ưu đãi 50%, cuối tuần này đi thử liền!",non-toxic
CMT_00650,"Nghệ sĩ gì mà ăn nói vô duyên, không có tí văn hóa nào cả. Nên bị tẩy chay!",toxic
CMT_00651,Cái bình luận này có vẻ hơi phiến diện rồi đó bạn. Nên xem xét nhiều khía cạnh hơn.,non-toxic
CMT_00652,"Tập gym đều đặn thấy người khỏe hẳn ra, mọi người nên thử nha.",non-toxic
CMT_00653,"Đúng là thằng óc chó, không biết gì thì câm mồm vào. Phát biểu linh tinh!",toxic
CMT_00654,Em bé đáng yêu quá đi mất! Nhìn cưng muốn xỉu luôn á.,non-toxic
CMT_00655,"Cái gì cũng đổ lỗi cho người khác, tự xem lại bản thân mình đi đã!",toxic
CMT_00656,"Màu tóc này hợp với bạn ghê, nhìn trẻ trung và năng động hẳn ra.",non-toxic
CMT_00657,Có ai biết cách fix lỗi này không? Máy mình cứ bị crash hoài à.,non-toxic
CMT_00658,"Thôi đi ba, diễn sâu quá rồi đó. Ai mà tin được cái trò hề này!",toxic
CMT_00659,Thiết kế nội thất của căn phòng này đơn giản mà tinh tế quá.,non-toxic
CMT_00660,"Mấy đứa mày còn non lắm, đừng có mà lên mặt dạy đời!",toxic
CMT_00661,Gần đây có bộ phim kinh dị nào hay không mọi người? Recommend cho mình với.,non-toxic
CMT_00662,Sao lại có mấy đứa ngu độn như này nhỉ? Thật hết nói nổi!,toxic
CMT_00663,"Buổi biểu diễn hôm qua thật sự rất tuyệt vời, giọng hát của ca sĩ làm mình nổi da gà.",non-toxic
CMT_00664,"Thông tin này chưa được kiểm chứng, mọi người nên cẩn trọng trước khi tin nhé.",non-toxic
CMT_00665,"Đúng là đồ vô dụng, chỉ được cái phá hoại là giỏi. Biến đi cho khuất mắt!",toxic
CMT_00666,"Thời tiết dạo này nóng nực quá, chỉ muốn nằm điều hòa cả ngày thôi.",non-toxic
CMT_00667,Cái thái độ bố đời của mày làm tao ngứa mắt vãi. Coi chừng đấy!,toxic
CMT_00668,Mình thấy sản phẩm này dùng khá ổn so với giá tiền. Sẽ mua lại lần nữa.,non-toxic
CMT_00669,"Thế giới này thiếu gì người thông minh, mà lại để mấy thằng ngu như mày lên tiếng.",toxic
CMT_00670,"Cố gắng lên nhé, mọi chuyện rồi sẽ ổn thôi. Đừng bỏ cuộc!",non-toxic
CMT_00671,"Trời ơi, cái phim này coi xong muốn trầm cảm luôn á, cốt truyện quá đỉnh!",non-toxic
CMT_00672,"Thằng cha này phát biểu như kiểu chưa bao giờ đọc sách vậy, ngu dốt đến mức khó tin!",toxic
CMT_00673,"Chúc mừng đội tuyển Việt Nam đã giành chiến thắng đầy kịch tính, tự hào quá!",non-toxic
CMT_00674,"Cái điện thoại mới ra nhìn đẹp ghê, chắc phải gom lúa rước em nó về thôi.",non-toxic
CMT_00675,"Đứa nào nói câu này chắc chưa đi học ngày nào, kiến thức cơ bản cũng không có.",toxic
CMT_00676,"Bữa giờ thấy trend cà phê muối hot quá, mà chưa có dịp thử. Có ai recommend quán nào ngon không?",non-toxic
CMT_00677,"Mấy cái tin tức kiểu này cứ bịa đặt hoài, làm rối loạn dư luận. Thật là vớ vẩn!",non-toxic
CMT_00678,"Con nhỏ này làm màu ghê, cứ tưởng mình là nhất à? Nhìn phát ngứa mắt!",toxic
CMT_00679,"Bài hát mới của Sơn Tùng M-TP nghe cuốn thật, giai điệu bắt tai quá.",non-toxic
CMT_00680,"Thời tiết dạo này thất thường quá, mọi người nhớ giữ gìn sức khỏe nhé.",non-toxic
CMT_00681,"Mày đừng có mà lên mặt dạy đời ở đây, bản thân còn chưa lo xong!",toxic
CMT_00682,"Food tour Đà Lạt lần này không làm mình thất vọng, đồ ăn ngon bá cháy bọ chét!",non-toxic
CMT_00683,"Cái comment của bạn thiếu tính xây dựng quá, nên góp ý một cách tích cực hơn.",non-toxic
CMT_00684,"Cái lũ này chỉ giỏi bám váy người khác để nổi tiếng thôi, chẳng có tài cán gì!",toxic
CMT_00685,Ai có kinh nghiệm du lịch Phú Quốc mùa này không? Cho mình xin ít tips với.,non-toxic
CMT_00686,"Hôm qua đi coi concert của Blackpink về vẫn còn lâng lâng, Jennie đẹp xuất sắc!",non-toxic
CMT_00687,"Mấy thằng ăn hại này chỉ biết phá hoại, đúng là cái loại cặn bã xã hội!",toxic
CMT_00688,"Tập gym đều đặn thấy sức khỏe cải thiện rõ rệt, mọi người nên thử nha.",non-toxic
CMT_00689,"Cái vụ drama này lại hot rần rần trên mạng xã hội rồi, hóng kết quả ghê.",non-toxic
CMT_00690,"Thật là một lũ vô học, không có giáo dục gì cả, chỉ biết chửi bới!",toxic
CMT_00691,"Cuốn sách này đọc hay thật, giúp mình mở mang nhiều kiến thức mới.",non-toxic
CMT_00692,"Ai biết chỗ nào sửa laptop uy tín ở TP.HCM không, máy mình tự nhiên bị đơ màn hình rồi.",non-toxic
CMT_00693,Cái đầu óc ngu muội này thì làm sao mà hiểu được vấn đề phức tạp như vậy!,toxic
CMT_00694,"Thế giới này thật phức tạp, đôi khi chỉ muốn tìm một nơi yên bình để ẩn mình.",non-toxic
CMT_00695,"Mấy cái game online giờ hút máu quá, nạp tiền mãi mà không thấy mạnh lên.",non-toxic
CMT_00696,Đồ dở hơi! Mày nên ngậm mồm lại trước khi nói ra những lời ngu xuẩn đó!,toxic
CMT_00697,"Bộ ảnh cưới của cặp đôi này đẹp lung linh luôn, chúc mừng hạnh phúc hai bạn!",non-toxic
CMT_00698,"Công nghệ AI đang phát triển vượt bậc, không biết tương lai sẽ thay đổi thế nào nhỉ?",non-toxic
CMT_00699,"Đúng là một con khốn nạn, chỉ biết hãm hại người khác để trục lợi!",toxic
CMT_00700,"Món phở cuốn ở Hà Nội ăn ngon bá cháy, vị đậm đà khó quên.",non-toxic
CMT_00701,Chính sách mới này có vẻ sẽ ảnh hưởng lớn đến đời sống của người dân.,non-toxic
CMT_00702,Thằng chó này dám hỗn láo với tao à? Mày muốn ăn đấm hả?,toxic
CMT_00703,"Hôm nay trời đẹp quá, rất thích hợp để đi dạo công viên thư giãn.",non-toxic
CMT_00704,"Video clip này đúng là chân thực, phơi bày được nhiều góc khuất của xã hội.",non-toxic
CMT_00705,"Tụi mày chỉ biết bới lông tìm vết, không thấy cái tốt của người ta à?",toxic
CMT_00706,"Nhạc của Đen Vâu lúc nào cũng chạm đến trái tim, nghe thấm thía từng lời.",non-toxic
CMT_00707,Mình rất thích cách làm việc chuyên nghiệp và tận tâm của team này.,non-toxic
CMT_00708,Cái loại mặt dày như mày thì không bao giờ biết xấu hổ là gì đâu!,toxic
CMT_00709,Sắp tới có giải đấu eSports lớn nào không mọi người? Mình muốn theo dõi.,non-toxic
CMT_00710,"Bài viết này cung cấp nhiều thông tin hữu ích, cảm ơn tác giả nhé.",non-toxic
CMT_00711,Đồ con đĩ! Mày đừng hòng mà lừa gạt được ai nữa!,toxic
CMT_00712,Tối nay ăn gì đây ta? Đang thèm lẩu thái mà hơi lười ra ngoài.,non-toxic
CMT_00713,Mong là dịch bệnh sớm kết thúc để mọi người có thể trở lại cuộc sống bình thường.,non-toxic
CMT_00714,Cái bọn rác rưởi này nên bị tống cổ ra khỏi đây hết đi!,toxic
CMT_00715,"Mình mới học được công thức làm bánh flan mới, ngon cực luôn.",non-toxic
CMT_00716,"Ai có tips học tiếng Anh hiệu quả không, mình đang chật vật quá.",non-toxic
CMT_00717,"Mày im đi, cái miệng mày toàn phun ra mấy lời độc địa không à!",toxic
CMT_00718,Màu tóc mới của Lisa nhìn cá tính và ấn tượng ghê.,non-toxic
CMT_00719,"Trải nghiệm VR game mới này đỉnh cao quá, cứ như lạc vào thế giới khác vậy.",non-toxic
CMT_00720,Thằng đần độn! Mày không xứng đáng để tồn tại trên đời này!,toxic
CMT_00721,"Mấy món ăn vặt này nhìn hấp dẫn quá, cuối tuần phải đi thử mới được!",non-toxic
CMT_00722,Nói thật chứ cái loại mặt dày như mày thì có mà đội quần đi cho khuất mắt!,toxic
CMT_00723,Tin tức về công nghệ AI mới này thật sự mở ra nhiều triển vọng cho tương lai.,non-toxic
CMT_00724,"Thằng cha này phát biểu như hạch, chả hiểu biết gì mà cứ thích thể hiện.",toxic
CMT_00725,"Cái áo này đẹp quá đi, màu sắc cũng trendy nữa chứ.",non-toxic
CMT_00726,"Đúng là lũ ngu dốt, ăn hại! Chỉ biết phá hoại thôi.",toxic
CMT_00727,"Bộ phim này có kịch bản rất hay, tình tiết lôi cuốn từ đầu đến cuối.",non-toxic
CMT_00728,"Mày nên đi khám não đi, phát ngôn nghe mà muốn đấm vào mặt!",toxic
CMT_00729,Chúc mừng đội tuyển đã thi đấu hết mình và mang về chiến thắng vẻ vang.,non-toxic
CMT_00730,"Chắc lại con nhỏ nhà giàu, chảnh chó, tiền nhiều nên làm màu thôi.",toxic
CMT_00731,"Hôm nay trời đẹp quá, rất thích hợp để đi dạo công viên.",non-toxic
CMT_00732,Cái loại óc chó như mày thì tốt nhất là ngậm mồm lại đi.,toxic
CMT_00733,"Bài viết này cung cấp thông tin rất hữu ích, cảm ơn tác giả nhé.",non-toxic
CMT_00734,"Đừng có giả tạo nữa, nhìn cái mặt là biết giả dối rồi.",toxic
CMT_00735,Nghe nhạc của ca sĩ này lúc làm việc thấy thư giãn hẳn.,non-toxic
CMT_00736,Cái thái độ làm việc như c*t thế này thì sớm muộn cũng bị đuổi việc thôi.,toxic
CMT_00737,"Mẹo vặt này hay ghê, mình sẽ thử áp dụng xem sao.",non-toxic
CMT_00738,"Đúng là lũ ăn bám xã hội, chả làm được cái tích sự gì.",toxic
CMT_00739,Hy vọng mọi người sẽ cùng nhau chung tay bảo vệ môi trường.,non-toxic
CMT_00740,"Mặt như l*n mà cứ thích lên mạng làm màu, ghê tởm!",toxic
CMT_00741,"Cà phê ở quán này ngon thật đấy, không gian cũng rất chill.",non-toxic
CMT_00742,"Đúng là thứ vô học, nói ra toàn lời ngu xuẩn.",toxic
CMT_00743,"Chúc mừng sinh nhật bạn nhé, luôn vui vẻ và thành công nha.",non-toxic
CMT_00744,Cái đứa này chắc bị thiểu năng trí tuệ nên mới phát ngôn kiểu đó.,toxic
CMT_00745,"Bài hát này nghe hoài không chán, giai điệu quá bắt tai.",non-toxic
CMT_00746,"Mày nên câm mồm lại đi, nói ra toàn rác rưởi không à.",toxic
CMT_00747,"Hôm qua xem trận đấu bóng chuyền kịch tính thật sự, hai đội chơi quá hay.",non-toxic
CMT_00748,"Chắc lại mấy đứa rảnh rỗi sinh nông nổi, bày đặt chuyện thị phi.",toxic
CMT_00749,"Mình thấy giải pháp này khá hợp lý, có thể giúp cải thiện tình hình.",non-toxic
CMT_00750,"Đúng là lũ óc lợn, có mắt như mù không thấy sự thật à?",toxic
CMT_00751,"Bạn có thể chỉ mình cách làm món này không, trông ngon quá.",non-toxic
CMT_00752,"Cái thằng mặt l*n này cứ thích kiếm chuyện gây sự, muốn ăn đấm à?",toxic
CMT_00753,"Thời tiết dạo này thất thường quá, mọi người nhớ giữ gìn sức khỏe nhé.",non-toxic
CMT_00754,"Con nhỏ này nhìn là biết loại dẩm rồi, làm lố quá!",toxic
CMT_00755,"Sự kiện văn hóa này rất ý nghĩa, nên được tổ chức thường xuyên hơn.",non-toxic
CMT_00756,"Để tao nói cho mày biết, mày chỉ là một con chó ghẻ thôi!",toxic
CMT_00757,"Bộ sưu tập thời trang mới này rất ấn tượng, thiết kế độc đáo.",non-toxic
CMT_00758,Mấy thằng hãm l*n này suốt ngày bới móc chuyện người khác.,toxic
CMT_00759,"Mình rất thích phong cách sống tối giản, giúp tiết kiệm và sống ý nghĩa hơn.",non-toxic
CMT_00760,"Thứ rác rưởi, không xứng đáng được sống trên đời này!",toxic
CMT_00761,Mọi người có ai biết chỗ nào sửa điện thoại uy tín không ạ?,non-toxic
CMT_00762,"Cái con điên này lại lên cơn rồi, nói năng lung tung.",toxic
CMT_00763,Đọc xong bài này mình học được nhiều điều hay ho ghê.,non-toxic
CMT_00764,"Tụi bây là đồ vô dụng, chỉ biết ăn bám và phá hoại!",toxic
CMT_00765,"Cái view ở đây đẹp xuất sắc luôn, chụp ảnh sống ảo là hết bài.",non-toxic
CMT_00766,"Đúng là con đ* điếm, suốt ngày đi giật chồng người ta!",toxic
CMT_00767,Mong là dịch bệnh sớm kết thúc để cuộc sống trở lại bình thường.,non-toxic
CMT_00768,Mày nghĩ mày là ai mà dám lên mặt dạy đời tao hả thằng ngu?,toxic
CMT_00769,"Sáng tạo nội dung như thế này rất đáng được khen ngợi, có tâm ghê.",non-toxic
CMT_00770,"Cái thứ hèn hạ, chỉ biết núp lùm nói xấu sau lưng thôi.",toxic
CMT_00771,"Phim này hay quá, diễn viên đóng đỉnh thật sự!",non-toxic
CMT_00772,"Thằng cha đạo diễn này chắc bị điên, làm phim dở tệ hại.",toxic
CMT_00773,"Hôm nay trời đẹp, đi dạo công viên chill phết.",non-toxic
CMT_00774,"Cái con nhỏ này suốt ngày drama, làm màu vl.",toxic
CMT_00775,Chúc mừng đội tuyển U23 đã giành chiến thắng đầy kịch tính!,non-toxic
CMT_00776,"Đá như l*n thế này thì về nhà mà ngủ đi, phí tiền xem.",toxic
CMT_00777,"Bài viết này rất có chiều sâu, cảm ơn tác giả đã chia sẻ góc nhìn mới.",non-toxic
CMT_00778,"Mấy đứa anti fan rảnh rỗi quá ha, toàn đi soi mói chuyện người khác.",non-toxic
CMT_00779,"Cái lũ anti-fan vô học, cút hết đi đừng làm phiền idol của tao!",toxic
CMT_00780,"Món ăn này nhìn hấp dẫn quá, phải thử mới được!",non-toxic
CMT_00781,"Giờ cao điểm kẹt xe kinh khủng khiếp, đi làm muốn trễ luôn.",non-toxic
CMT_00782,"Cái loại người này đúng là chỉ biết phá hoại, không có ý thức gì cả.",toxic
CMT_00783,Hi vọng chính quyền sẽ có những giải pháp hiệu quả hơn cho vấn đề này.,non-toxic
CMT_00784,"Đúng là lũ quan chức ăn hại, chỉ biết bóc lột dân thôi!",toxic
CMT_00785,"Em bé này dễ thương quá, nhìn là muốn nựng rồi.",non-toxic
CMT_00786,"Con bé này nhìn mặt đã thấy ghét, thảo mai hết sức.",toxic
CMT_00787,"Ai có kinh nghiệm du lịch Đà Lạt tự túc không, chia sẻ cho mình với!",non-toxic
CMT_00788,"Cái bọn lừa đảo này sao không bị bắt hết đi, hại biết bao nhiêu người!",toxic
CMT_00789,"Cuốn sách này rất đáng đọc, mình học được nhiều điều từ nó.",non-toxic
CMT_00790,"Mấy thằng viết bình luận ngu học, đọc mà muốn đấm vào mặt.",toxic
CMT_00791,Chúc mừng cô dâu chú rể trăm năm hạnh phúc!,non-toxic
CMT_00792,"Công ty này làm ăn như shit, sản phẩm lỗi đầy ra mà không chịu sửa.",toxic
CMT_00793,"Mọi người cẩn thận với chiêu trò lừa đảo này nhé, đừng để mất tiền oan.",non-toxic
CMT_00794,Cái lũ ngu này cứ thích đi tin ba cái tin vịt rồi share loạn xạ.,toxic
CMT_00795,"Buổi hòa nhạc hôm qua thật sự rất tuyệt vời, âm thanh đỉnh cao.",non-toxic
CMT_00796,"Nhạc nhẽo gì mà như hạch, hát thì như mèo hen.",toxic
CMT_00797,"Mình thấy bạn nên thử tập gym, nó giúp cải thiện sức khỏe rất tốt.",non-toxic
CMT_00798,"Mày bớt dạy đời đi, tự lo thân mày trước đi đã thằng hãm l*n!",toxic
CMT_00799,"Quán cafe này decor đẹp ghê, chụp ảnh sống ảo là hết bài.",non-toxic
CMT_00800,"Thằng cha chủ quán này làm ăn mất dạy, thái độ như c*t.",toxic
CMT_00801,"Vụ án này phức tạp thật, hi vọng công lý sẽ được thực thi.",non-toxic
CMT_00802,"Cái đám luật sư này toàn lũ ăn tiền, bóp méo sự thật!",toxic
CMT_00803,Hôm nay mình vừa khám phá một địa điểm du lịch mới rất đẹp ở Vũng Tàu.,non-toxic
CMT_00804,"Đúng là đồ vô tri, chỉ biết đăng mấy cái nhảm nhí lên mạng.",toxic
CMT_00805,"Mấy đứa trẻ con giờ thông minh quá, chơi game gì cũng giỏi.",non-toxic
CMT_00806,"Con nít ranh mà cũng đòi thể hiện, nói chuyện xấc xược vl.",toxic
CMT_00807,"Công nghệ AI đang phát triển rất nhanh, mở ra nhiều cơ hội mới.",non-toxic
CMT_00808,Cái công nghệ quái quỷ này chỉ làm con người lười biếng và ngu đi thôi.,toxic
CMT_00809,Bộ sưu tập thời trang mới của hãng này nhìn sang chảnh ghê.,non-toxic
CMT_00810,"Mặc đồ như con điên, nhìn phát tởm!",toxic
CMT_00811,"Mình thấy ý kiến của bạn rất hợp lý, cần được xem xét nghiêm túc.",non-toxic
CMT_00812,"Nói nhảm l*n gì vậy, câm mồm đi!",toxic
CMT_00813,"Xin lỗi vì đã hỏi, nhưng bạn có thể giải thích rõ hơn về vấn đề này không?",non-toxic
CMT_00814,"Đúng là thằng đần, có mỗi việc đó cũng không làm được.",toxic
CMT_00815,"Thời tiết dạo này thất thường quá, mọi người nhớ giữ gìn sức khỏe nhé.",non-toxic
CMT_00816,"Trời nóng như chó thế này mà bắt đi làm, muốn chết mẹ luôn!",toxic
CMT_00817,"Sự kiện này rất ý nghĩa, thu hút đông đảo người tham gia.",non-toxic
CMT_00818,"Mấy cái sự kiện tào lao, phí thời gian của người khác.",toxic
CMT_00819,"Mình vừa tìm được một mẹo học tiếng Anh hay lắm, muốn chia sẻ với mọi người.",non-toxic
CMT_00820,"Mày xàm l*n vừa thôi, ai thèm nghe mày nói.",toxic
CMT_00821,Hy vọng vụ việc sẽ sớm được điều tra rõ ràng và xử lý nghiêm minh theo pháp luật.,non-toxic
CMT_00822,Cái loại người như này thì cho đi tù mọt gông luôn chứ nói nhiều làm gì cho phí lời!,toxic
CMT_00823,"Phim này hay quá, mình đã xem 3 lần rồi mà vẫn cuốn. Diễn viên diễn xuất đỉnh thật!",non-toxic
CMT_00824,"Đạo diễn óc chó, làm phim dở tệ hại, phí tiền vé của tao! Đừng có ra rạp nữa!",toxic
CMT_00825,"Trận đấu kịch tính quá, chúc mừng đội nhà đã giành chiến thắng xứng đáng!",non-toxic
CMT_00826,"Thằng thủ môn như cứt, biết bao nhiêu bàn thua vì nó rồi. Cút mẹ đi đừng làm thủ môn nữa!",toxic
CMT_00827,"Món này nhìn hấp dẫn quá, chắc phải thử làm theo công thức này mới được cuối tuần này.",non-toxic
CMT_00828,"Nhìn đã thấy dơ bẩn rồi, ăn vào chắc tào tháo đuổi. Ai mà dám ăn cái này chứ?",toxic
CMT_00829,"Trend này vui ghê, mình cũng muốn thử quay một cái xem sao cho bằng bạn bằng bè.",non-toxic
CMT_00830,Mấy cái trend nhảm nhí này làm ô nhiễm mạng xã hội. Đúng lũ rảnh rỗi sinh nông nổi!,toxic
CMT_00831,"Ca sĩ này có giọng hát rất truyền cảm, nghe mãi không chán. Mong chờ sản phẩm tiếp theo.",non-toxic
CMT_00832,"Con mụ này hát như mèo gào, sao mà nổi tiếng được nhỉ? Có phải cặp đại gia không?",toxic
CMT_00833,"Mình nghĩ mỗi người có một quan điểm riêng, nên tôn trọng sự khác biệt của nhau.",non-toxic
CMT_00834,"Nói ngu như mày thì đừng nên phát biểu nữa, chỉ tổ làm trò cười cho thiên hạ thôi.",toxic
CMT_00835,"Điện thoại này dùng pin khá tốt, chơi game mượt mà, đáng tiền để mua lắm nha mọi người.",non-toxic
CMT_00836,"Cái hãng này lừa đảo, sản phẩm toàn đồ dởm mà rao giá cắt cổ. Tẩy chay đi bà con!",toxic
CMT_00837,"Cảnh đẹp quá, mình nhất định phải ghé thăm nơi này một lần trong đời cho biết.",non-toxic
CMT_00838,"Toàn ảnh sống ảo, ở ngoài chắc lụp xụp dơ bẩn. Đừng tin ba cái trò lừa đảo này!",toxic
CMT_00839,"Phương pháp học tập này rất hiệu quả, mình đã áp dụng và thấy tiến bộ rõ rệt luôn.",non-toxic
CMT_00840,"Mấy đứa thầy cô giờ chỉ biết tiền, dạy học thì dở ẹc mà cứ thích ra vẻ dạy đời.",toxic
CMT_00841,Hy vọng chính sách mới sẽ mang lại nhiều lợi ích thiết thực cho người dân cả nước.,non-toxic
CMT_00842,"Toàn bọn tham nhũng, ăn trên ngồi trốc của dân. Đất nước này rồi sẽ ra sao với chúng nó?",toxic
CMT_00843,"Chúc mừng bạn đã hoàn thành mục tiêu, rất đáng tự hào về những gì bạn đã làm được!",non-toxic
CMT_00844,"Cái thành tích vớ vẩn này mà cũng khoe, đúng là thể loại thích làm màu, sống ảo.",toxic
CMT_00845,"Tập thể dục đều đặn rất tốt cho sức khỏe, mọi người nên duy trì thói quen này thường xuyên.",non-toxic
CMT_00846,Đúng là lũ rảnh rỗi mới đi tập tành mấy cái vớ vẩn này. Bệnh thì cứ uống thuốc thôi.,toxic
CMT_00847,Chung tay bảo vệ môi trường là trách nhiệm của mỗi chúng ta để có một hành tinh xanh.,non-toxic
CMT_00848,"Nói thì hay lắm, nhưng ai mà chả xả rác. Đừng có đạo đức giả, sống thật đi!",toxic
CMT_00849,"Bức tranh này thật có hồn, thể hiện được tài năng của họa sĩ một cách chân thực.",non-toxic
CMT_00850,"Cái đống lộn xộn này mà gọi là nghệ thuật à? Đúng là trò hề, chả hiểu gì cả!",toxic
CMT_00851,"Bộ đồ này đẹp quá, phối màu rất tinh tế và sang trọng. Rất hợp với bạn!",non-toxic
CMT_00852,"Mặc đồ như con điên, nhìn phát gớm. Đúng là không có gu thẩm mỹ gì cả!",toxic
CMT_00853,Chúc mừng hạnh phúc hai bạn nhé! Thật là một cặp đôi đẹp và đáng yêu.,non-toxic
CMT_00854,"Cặp này rồi cũng sớm toang thôi, nhìn mặt đã thấy không bền rồi. Chẳng mấy chốc.",toxic
CMT_00855,"Pha xử lý đỉnh cao của tuyển thủ X, xứng đáng MVP trận này! Quá xuất sắc!",non-toxic
CMT_00856,"Thằng lol này đánh như c*c, báo team vcl. Xin đừng pick nữa, làm ơn!",toxic
CMT_00857,"Mình rất thích môi trường làm việc ở đây, mọi người đều nhiệt tình giúp đỡ lẫn nhau.",non-toxic
CMT_00858,"Công ty này bóc lột sức lao động, sếp thì gia trưởng, nhân viên toàn lũ nịnh bợ.",toxic
CMT_00859,"Đôi khi thất bại là mẹ của thành công, quan trọng là biết đứng dậy và đi tiếp.",non-toxic
CMT_00860,"Toàn ba cái lý thuyết suông, cuộc đời này chỉ có tiền mới là chân lý, hiểu chưa?",toxic
CMT_00861,"Cảm ơn bạn đã chia sẻ thông tin hữu ích này, mình sẽ lưu lại để tham khảo sau.",non-toxic
CMT_00862,"Lướt mạng toàn thấy mấy đứa khoe mẽ, đúng là thứ câu like rẻ tiền, hết chỗ nói.",toxic
CMT_00863,"Bài hát này có giai điệu bắt tai, lời thì ý nghĩa, nghe đi nghe lại không chán chút nào.",non-toxic
CMT_00864,"Nhạc nhẽo gì mà như tra tấn lỗ tai, đúng là rác rưởi của làng nhạc Việt. Dở tệ!",toxic
CMT_00865,"Mình thấy quyết định này khá hợp lý trong hoàn cảnh hiện tại, không còn lựa chọn nào tốt hơn.",non-toxic
CMT_00866,Cái lựa chọn ngu xuẩn này chỉ tổ làm mọi chuyện tệ hơn thôi. Đúng là đồ không có não!,toxic
CMT_00867,Mọi người có kinh nghiệm cho mình hỏi nên làm gì trong trường hợp này ạ? Mình đang rất bối rối.,non-toxic
CMT_00868,"Đồ vô dụng, việc cỏn con cũng phải đi hỏi. Sống như thế thì bao giờ mới lớn được?",toxic
CMT_00869,"Thông tin này khá thú vị, mình sẽ tìm hiểu thêm về nó để có cái nhìn tổng quát hơn.",non-toxic
CMT_00870,"Báo chí giờ toàn đăng tin nhảm để câu view, chả có gì đáng đọc cả. Thật là lãng phí thời gian.",toxic
CMT_00871,"Đúng là lũ rảnh rỗi sinh nông nổi, hết chuyện để làm rồi hay sao mà bày ra mấy trò lố bịch này?",toxic
CMT_00872,Chúc mừng team đã hoàn thành dự án xuất sắc! Mọi người đã làm việc rất chăm chỉ.,non-toxic
CMT_00873,"Cái con nhỏ đó nhìn mặt đã thấy ghét, làm trò gì cũng thấy giả tạo.",toxic
CMT_00874,"Bài viết này cung cấp góc nhìn mới mẻ về vấn đề, rất đáng để suy ngẫm.",non-toxic
